,Unnamed: 0,Unnamed: 0.1,Effort Code,num1,num2,num3,num4,num5,Correct,Wrong_1,Wrong_2,Difference_1,Difference_2,Unnamed: 12,Unnamed: 13
50,28,Cue2LevelEffort,2,8, + 1, + 1, + 9, - 4,15,14,16,-1,1,,
51,16,Cue2LevelEffort,2,4, + 8, + 1, + 1, - 6,8,7,9,-1,1,,
52,23,Cue2LevelEffort,2,3, + 8, - 5, + 1, + 1,8,6,9,-2,1,,
53,17,Cue2LevelEffort,2,5, - 8, + 7, + 1, + 1,6,7,8,1,2,,
54,22,Cue2LevelEffort,2,2, + 9, - 4, + 1, + 1,9,11,8,2,-1,,
55,27,Cue2LevelEffort,2,7, + 6, + 1, + 8, + 1,23,21,22,-2,-1,,
56,29,Cue2LevelEffort,2,9, + 4, + 5, + 1, - 1,18,19,17,1,-1,,
57,29,Cue2LevelEffort,2,9, + 7, + 1, + 5, - 1,21,22,23,1,2,,
58,23,Cue2LevelEffort,2,3, + 8, + 1, - 5, + 1,8,6,9,-2,1,,
59,47,Cue2LevelEffort,2,7, + 8, + 1, + 9, + 1,26,24,25,-2,-1,,
60,26,Cue2LevelEffort,2,4, + 8, + 1, + 1, - 5,9,8,11,-1,2,,
61,26,Cue2LevelEffort,2,6, + 1, + 8, + 7, - 1,21,23,19,2,-2,,
62,38,Cue2LevelEffort,2,8, + 1, + 7, + 1, - 4,13,12,14,-1,1,,
63,20,Cue2LevelEffort,2,8, - 7, + 5, + 1, + 1,8,7,6,-1,-2,,
64,18,Cue2LevelEffort,2,6, + 1, + 1, + 8, - 9,7,9,5,2,-2,,
65,22,Cue2LevelEffort,2,2, + 1, + 9, - 4, + 1,9,11,8,2,-1,,
66,37,Cue2LevelEffort,2,7, + 5, + 1, + 9, + 1,23,21,22,-2,-1,,
67,28,Cue2LevelEffort,2,8, + 1, + 9, + 1, - 4,15,14,16,-1,1,,
68,48,Cue2LevelEffort,2,8, + 1, + 9, + 1, - 5,14,13,15,-1,1,,
69,15,Cue2LevelEffort,2,3, - 1, + 9, - 5, + 1,7,5,6,-2,-1,,
70,24,Cue2LevelEffort,2,4, + 9, + 1, - 7, - 1,6,5,8,-1,2,,
71,18,Cue2LevelEffort,2,6, + 1, + 1, + 7, - 9,6,8,4,2,-2,,
72,40,Cue3LevelEffort,3,4, + 7, - 3, + 5, - 1,12,13,11,1,-1,,
73,30,Cue3LevelEffort,3,2, + 1, + 9, - 5, + 6,13,11,14,-2,1,,
74,43,Cue3LevelEffort,3,7, - 1, + 9, - 5, + 4,14,13,15,-1,1,,
75,60,Cue3LevelEffort,3,4, + 8, - 3, + 5, - 1,13,14,12,1,-1,,
76,62,Cue3LevelEffort,3,6, - 1, + 7, - 8, + 9,13,11,12,-2,-1,,
77,41,Cue3LevelEffort,3,5, + 6, - 4, - 1, + 7,13,15,14,2,1,,
78,65,Cue3LevelEffort,3,9, + 3, - 4, + 6, + 7,21,22,23,1,2,,
79,68,Cue3LevelEffort,3,4, + 8, - 9, + 1, + 7,11,9,13,-2,2,,
80,51,Cue3LevelEffort,3,3, + 1, + 8, - 5, + 6,13,14,15,1,2,,
81,71,Cue3LevelEffort,3,6, - 1, + 7, - 8, + 9,13,11,12,-2,-1,,
82,52,Cue3LevelEffort,3,4, + 1, + 8, + 9, - 5,17,18,19,1,2,,
83,74,Cue3LevelEffort,3,3, + 8, - 7, - 1, + 9,12,14,13,2,1,,
84,38,Cue3LevelEffort,3,2, - 4, + 9, + 7, + 1,15,13,16,-2,1,,
85,63,Cue3LevelEffort,3,7, - 1, + 8, - 6, + 4,12,11,13,-1,1,,
86,54,Cue3LevelEffort,3,6, + 1, + 8, + 7, - 9,13,15,14,2,1,,
87,42,Cue3LevelEffort,3,6, - 1, + 7, - 8, + 9,13,11,12,-2,-1,,
88,35,Cue3LevelEffort,3,7, - 6, + 8, + 1, + 7,17,16,15,-1,-2,,
89,59,Cue3LevelEffort,3,3, + 8, - 7, + 1, + 9,14,13,12,-1,-2,,
90,39,Cue3LevelEffort,3,3, + 1, + 6, - 8, + 9,11,12,13,1,2,,
91,35,Cue3LevelEffort,3,7, + 5, + 9, + 1, - 6,16,15,14,-1,-2,,
92,40,Cue3LevelEffort,3,4, + 5, - 3, + 7, - 1,12,13,11,1,-1,,
93,72,Cue3LevelEffort,3,7, - 1, + 8, - 6, + 4,12,11,13,-1,1,,
94,43,Cue3LevelEffort,3,7, - 5, + 9, + 1, - 4,8,7,9,-1,1,,
95,34,Cue3LevelEffort,3,6, + 7, + 8, + 1, - 9,13,15,14,2,1,,
96,66,Cue3LevelEffort,3,2, + 1, + 9, - 7, + 6,11,13,12,2,1,,
97,57,Cue3LevelEffort,3,9, - 1, + 5, - 6, + 8,15,17,14,2,-1,,
98,39,Cue3LevelEffort,3,3, - 7, + 5, + 1, + 9,11,12,13,1,2,,
99,34,Cue3LevelEffort,3,6, + 8, + 7, + 1, - 9,13,15,14,2,1,,
100,36,Cue3LevelEffort,3,8, - 7, + 9, + 1, + 4,15,16,14,1,-1,,
101,64,Cue3LevelEffort,3,8, + 3, + 1, - 7, + 9,14,15,12,1,-2,,
102,41,Cue3LevelEffort,3,5, - 1, - 4, + 6, + 7,13,15,14,2,1,,
103,44,Cue3LevelEffort,3,8, + 4, + 1, - 7, + 9,15,16,13,1,-2,,
104,32,Cue3LevelEffort,3,4, + 1, + 8, + 9, - 5,17,18,19,1,2,,
105,69,Cue3LevelEffort,3,5, + 7, + 9, - 4, - 1,16,17,18,1,2,,
106,67,Cue3LevelEffort,3,3, + 9, - 5, - 1, + 8,14,12,15,-2,1,,
107,73,Cue3LevelEffort,3,8, + 5, + 1, - 7, + 9,16,17,14,1,-2,,
108,91,Cue4LevelEffort,4,2, + 9, - 3, + 5, + 8,21,19,22,-2,1,,
109,51,Cue4LevelEffort,4,8, + 5, - 4, + 7, + 9,25,26,24,1,-1,,
110,59,Cue4LevelEffort,4,8, + 4, + 7, - 5, - 6,8,9,6,1,-2,,
111,51,Cue4LevelEffort,4,8, + 7, - 4, + 5, + 9,25,26,24,1,-1,,
112,52,Cue4LevelEffort,4,9, + 7, - 5, + 8, + 6,25,27,24,2,-1,,
113,96,Cue4LevelEffort,4,5, + 8, - 4, - 6, + 9,12,14,13,2,1,,
114,57,Cue4LevelEffort,4,6, + 9, - 3, + 8, - 5,15,13,14,-2,-1,,
115,78,Cue4LevelEffort,4,5, + 6, - 4, + 7, + 9,23,25,24,2,1,,
116,47,Cue4LevelEffort,4,4, + 9, - 8, + 7, - 4,8,9,7,1,-1,,
117,48,Cue4LevelEffort,4,5, + 7, - 4, + 8, + 6,22,24,23,2,1,,
118,55,Cue4LevelEffort,4,4, + 7, + 8, - 3, + 9,25,26,24,1,-1,,
119,97,Cue4LevelEffort,4,6, + 9, + 7, - 3, - 5,14,15,13,1,-1,,
120,50,Cue4LevelEffort,4,7, + 6, - 9, + 8, - 3,9,8,7,-1,-2,,
121,48,Cue4LevelEffort,4,5, + 9, - 4, + 7, + 6,23,25,24,2,1,,
122,89,Cue4LevelEffort,4,8, + 4, - 5, + 7, - 6,8,7,6,-1,-2,,
123,52,Cue4LevelEffort,4,9, + 8, - 5, - 7, + 6,11,13,10,2,-1,,
124,58,Cue4LevelEffort,4,7, + 6, - 4, + 9, - 5,13,12,14,-1,1,,
125,82,Cue4LevelEffort,4,9, + 3, - 5, + 8, + 6,21,23,19,2,-2,,
126,47,Cue4LevelEffort,4,4, + 7, - 8, + 9, - 4,8,9,7,1,-1,,
127,77,Cue4LevelEffort,4,4, + 7, - 8, + 9, - 3,9,8,11,-1,2,,
128,49,Cue4LevelEffort,4,6, + 8, - 7, + 9, - 5,11,13,12,2,1,,
129,57,Cue4LevelEffort,4,6, + 9, + 7, - 3, - 5,14,12,13,-2,-1,,
130,81,Cue4LevelEffort,4,8, + 3, - 4, + 5, + 9,21,22,23,1,2,,
131,54,Cue4LevelEffort,4,3, + 8, - 5, + 9, - 7,8,7,6,-1,-2,,
132,46,Cue4LevelEffort,4,3, + 8, - 4, + 9, + 6,22,21,23,-1,1,,
133,87,Cue4LevelEffort,4,6, + 7, + 9, - 3, + 5,24,22,23,-2,-1,,
134,79,Cue4LevelEffort,4,6, + 5, - 7, + 8, - 9,3,5,4,2,1,,
135,94,Cue4LevelEffort,4,5, + 8, - 6, + 7, + 4,18,17,19,-1,1,,
136,98,Cue4LevelEffort,4,7, + 8, - 4, + 6, - 5,12,11,13,-1,1,,
137,75,Cue4LevelEffort,4,2, + 9, - 3, + 5, + 8,21,23,22,2,1,,
138,83,Cue4LevelEffort,4,2, + 9, - 6, + 8, - 4,9,7,11,-2,2,,
139,85,Cue4LevelEffort,4,4, + 8, + 9, - 3, + 7,25,26,24,1,-1,,
140,56,Cue4LevelEffort,4,5, + 7, - 4, - 6, + 9,11,13,12,2,1,,
141,76,Cue4LevelEffort,4,3, + 9, - 4, + 7, + 6,21,19,20,-2,-1,,
142,88,Cue4LevelEffort,4,7, + 6, + 8, - 4, + 5,22,21,23,-1,1,,
143,90,Cue4LevelEffort,4,9, + 4, - 6, + 8, + 7,22,24,21,2,-1,,
